shipment_id,date,region,warehouse,transport_mode,distance_km,shipment_volume_kg,promised_delivery_days,actual_delivery_days,delay_days,is_delayed,transportation_cost,fuel_surcharge_pct,customer_satisfaction,damaged_or_lost
SHP-00572,2025-09-22,North,WH-Kolkata,Road,2558.0,425.8,25.19,30.82,5.63,True,1626.64,5.9,3,0
SHP-01017,2025-09-22,West,WH-Mumbai,Rail,2445.1,846.2,20.5,21.6,1.1,True,1065.32,6.4,4,0
SHP-01036,2025-09-24,East,WH-Delhi,Sea,590.4,392.7,4.7,6.1,1.4,True,209.7,5.1,4,0
SHP-01157,2025-09-24,Central,WH-Chennai,Sea,445.7,543.6,2.97,2.93,-0.04,False,262.02,8.5,5,0
SHP-00254,2025-09-24,East,WH-Bhopal,Road,261.6,125.8,2.81,3.67,0.86,True,233.88,3.2,4,0
SHP-00729,2025-09-24,East,WH-Chennai,Road,429.4,200.7,4.7,5.63,0.93,True,347.68,6.8,4,0
SHP-00511,2025-09-25,Central,WH-Delhi,Road,2516.0,234.9,28.46,31.2,2.74,True,1516.76,2.4,4,0
SHP-00553,2025-09-25,North,WH-Kolkata,Rail,929.2,267.3,6.96,8.06,1.1,True,430.13,6.3,4,0
SHP-00773,2025-09-25,East,WH-Kolkata,Rail,2805.2,273.2,18.99,22.81,3.82,True,888.07,2.5,3,1
SHP-00114,2025-09-25,Central,WH-Delhi,Air,65.0,103.1,0.46,0.5,0.04,True,387.17,6.2,5,0
SHP-00199,2025-09-25,North,WH-Kolkata,Road,1668.5,145.5,21.69,21.25,-0.44,False,931.3,4.7,4,0
SHP-00427,2025-09-26,South,WH-Chennai,Road,546.2,63.2,6.24,7.28,1.04,True,407.98,4.6,5,0
SHP-00074,2025-09-27,South,WH-Delhi,Sea,963.3,1087.3,7.43,7.91,0.48,True,445.95,4.6,4,0
SHP-01039,2025-09-27,South,WH-Kolkata,Road,2587.2,386.3,30.67,32.15,1.48,True,1593.08,3.9,5,0
SHP-00034,2025-09-28,South,WH-Chennai,Sea,1417.5,252.2,10.13,10.38,0.25,True,340.14,4.5,4,0
SHP-00409,2025-09-28,Central,WH-Delhi,Road,2123.8,113.2,19.34,25.13,5.79,True,1205.43,8.4,3,0
SHP-00077,2025-09-28,South,WH-Mumbai,Road,1980.0,474.3,27.37,26.3,-1.07,False,1374.83,5.4,5,0
SHP-00003,2025-09-28,North,WH-Chennai,Road,2116.3,444.3,21.33,26.59,5.26,True,1475.56,10.7,3,0
SHP-00685,2025-09-29,East,WH-Mumbai,Road,1053.6,264.0,14.87,15.6,0.73,True,716.12,5.4,5,0
SHP-00456,2025-09-29,North,WH-Kolkata,Road,463.5,404.9,6.39,7.63,1.24,True,558.73,5.2,4,0
SHP-00812,2025-09-30,South,WH-Kolkata,Road,155.5,671.1,2.73,2.7,-0.03,False,604.27,10.4,5,0
SHP-01016,2025-09-30,South,WH-Kolkata,Sea,843.7,568.2,7.47,7.53,0.06,True,319.56,11.9,5,0
SHP-00910,2025-09-30,North,WH-Mumbai,Sea,2198.1,402.4,11.93,13.4,1.47,True,513.39,7.8,4,0
SHP-00561,2025-09-30,North,WH-Kolkata,Rail,2174.3,276.0,18.82,19.53,0.71,True,823.25,3.0,5,0
SHP-00368,2025-09-30,South,WH-Chennai,Road,1078.4,225.6,11.68,14.1,2.42,True,634.96,3.8,4,0
SHP-00901,2025-10-01,West,WH-Mumbai,Road,2917.3,159.5,34.44,37.22,2.78,True,1630.7,3.0,4,0
SHP-00048,2025-10-01,North,WH-Bhopal,Rail,2777.3,430.4,19.85,24.14,4.29,True,1021.42,6.5,3,0
SHP-00985,2025-10-02,East,WH-Chennai,Road,234.2,267.6,3.39,4.0,0.61,True,377.48,7.6,4,0
SHP-00630,2025-10-02,West,WH-Delhi,Road,109.2,76.3,2.37,2.65,0.28,True,95.88,7.9,4,0
SHP-00435,2025-10-02,East,WH-Mumbai,Road,907.6,30.0,10.0,12.04,2.04,True,480.35,9.6,4,0
SHP-00319,2025-10-04,Central,WH-Chennai,Road,470.8,994.8,6.23,6.5,0.27,True,1031.93,11.5,4,0
SHP-00301,2025-10-04,West,WH-Mumbai,Air,1842.7,212.8,6.58,7.97,1.39,True,3414.56,11.1,4,0
SHP-00023,2025-10-04,East,WH-Bhopal,Air,2801.7,47.3,9.73,9.52,-0.21,False,4493.96,10.6,5,0
SHP-00842,2025-10-04,Central,WH-Bhopal,Sea,1745.8,685.5,10.79,11.68,0.89,True,559.33,8.5,4,0
SHP-00945,2025-10-04,West,WH-Delhi,Road,127.2,453.3,2.0,2.44,0.44,True,523.87,10.8,5,0
SHP-00538,2025-10-04,East,WH-Mumbai,Rail,1742.2,53.8,16.04,15.29,-0.75,False,707.09,3.5,5,0
SHP-00460,2025-10-05,West,WH-Delhi,Road,209.9,262.7,2.55,2.88,0.33,True,358.37,8.7,5,0
SHP-00556,2025-10-06,West,WH-Kolkata,Air,2801.0,115.6,10.44,10.13,-0.31,False,4602.88,5.0,4,0
SHP-00442,2025-10-06,West,WH-Bhopal,Sea,168.4,979.1,4.25,4.23,-0.02,False,291.09,9.3,5,0
SHP-00499,2025-10-07,North,WH-Kolkata,Air,1007.6,184.9,3.51,4.15,0.64,True,1965.71,4.3,4,0
SHP-00228,2025-10-07,North,WH-Chennai,Rail,548.9,371.4,7.03,7.03,0.0,False,377.42,9.3,5,0
SHP-00087,2025-10-07,South,WH-Chennai,Rail,1607.7,961.6,12.74,13.0,0.26,True,906.74,10.2,5,0
SHP-00361,2025-10-07,West,WH-Bhopal,Road,2344.9,280.9,22.06,29.19,7.13,True,1388.54,10.4,2,0
SHP-00339,2025-10-07,West,WH-Kolkata,Road,740.9,281.3,7.71,10.12,2.41,True,625.81,3.6,3,0
SHP-00354,2025-10-08,East,WH-Bhopal,Road,825.9,142.3,9.36,9.86,0.5,True,577.67,7.5,4,0
SHP-00832,2025-10-08,Central,WH-Mumbai,Sea,2517.8,718.7,13.79,15.58,1.79,True,723.74,6.4,4,0
SHP-00937,2025-10-09,West,WH-Bhopal,Air,2999.2,84.4,9.14,9.55,0.41,True,4922.19,4.5,5,0
SHP-00731,2025-10-09,East,WH-Kolkata,Road,2455.3,315.3,30.08,29.62,-0.46,False,1466.48,6.9,5,0
SHP-01118,2025-10-09,South,WH-Chennai,Road,1242.2,50.7,13.5,14.58,1.08,True,703.65,4.9,4,0
SHP-00860,2025-10-09,East,WH-Delhi,Road,2252.7,140.0,29.1,28.45,-0.65,False,1338.03,6.0,5,0
SHP-01120,2025-10-10,West,WH-Chennai,Road,1275.7,47.7,14.37,16.83,2.46,True,748.33,4.2,4,0
SHP-00736,2025-10-10,North,WH-Bhopal,Road,2886.1,153.8,38.65,37.13,-1.52,False,1552.27,2.4,4,1
SHP-00611,2025-10-10,East,WH-Mumbai,Road,1605.6,48.1,14.58,19.16,4.58,True,849.78,8.8,3,0
SHP-00133,2025-10-10,West,WH-Bhopal,Road,2470.4,374.9,31.91,30.76,-1.15,False,1412.73,7.2,5,0
SHP-00176,2025-10-10,Central,WH-Kolkata,Road,712.5,129.8,9.43,10.97,1.54,True,425.19,4.3,4,0
SHP-00316,2025-10-10,West,WH-Chennai,Road,2769.9,247.1,33.28,33.97,0.69,True,1484.08,3.0,4,1
SHP-00164,2025-10-11,West,WH-Kolkata,Road,1460.1,286.9,18.33,19.44,1.11,True,1058.38,10.3,4,0
SHP-00573,2025-10-11,South,WH-Mumbai,Road,2992.9,326.1,31.98,37.37,5.39,True,1711.92,9.7,3,0
SHP-00322,2025-10-11,North,WH-Bhopal,Road,1081.9,341.3,12.32,15.08,2.76,True,770.28,7.7,4,0
SHP-00158,2025-10-11,North,WH-Delhi,Sea,1223.4,890.0,9.72,9.37,-0.35,False,513.91,4.8,5,0
SHP-00808,2025-10-12,West,WH-Mumbai,Road,1207.5,154.2,15.77,15.94,0.17,True,701.15,11.6,5,0
SHP-00518,2025-10-12,South,WH-Chennai,Road,2500.8,128.8,27.37,31.27,3.9,True,1442.86,7.7,3,0
SHP-00468,2025-10-12,West,WH-Chennai,Road,2657.1,721.3,27.23,32.07,4.84,True,1925.22,2.1,3,0
SHP-01197,2025-10-12,North,WH-Bhopal,Road,2937.0,439.6,33.88,36.62,2.74,True,1948.15,5.3,4,0
SHP-00717,2025-10-13,East,WH-Mumbai,Road,2194.6,636.1,21.92,28.32,6.4,True,1611.91,7.4,3,0
SHP-00795,2025-10-13,Central,WH-Delhi,Road,1780.6,375.1,15.91,20.52,4.61,True,1194.41,8.2,3,0
SHP-01041,2025-10-13,West,WH-Mumbai,Rail,1328.7,122.6,10.08,13.0,2.92,True,410.58,6.3,3,0
SHP-00320,2025-10-13,North,WH-Chennai,Road,1551.8,406.7,19.19,18.85,-0.34,False,1062.12,6.4,5,0
SHP-00169,2025-10-13,North,WH-Kolkata,Road,2747.9,463.0,33.76,34.71,0.95,True,1753.22,11.0,4,0
SHP-00560,2025-10-13,West,WH-Kolkata,Road,1144.8,331.1,14.25,14.38,0.13,True,881.24,10.3,4,0
SHP-01151,2025-10-14,West,WH-Kolkata,Road,636.7,436.3,9.6,9.42,-0.18,False,713.02,2.7,5,0
SHP-00363,2025-10-15,North,WH-Bhopal,Road,1760.3,151.2,22.26,23.66,1.4,True,972.45,10.9,4,0
SHP-00761,2025-10-15,North,WH-Kolkata,Air,900.5,102.4,2.96,3.92,0.96,True,1654.23,12.0,4,0
SHP-00392,2025-10-15,North,WH-Delhi,Air,1572.6,134.3,5.02,6.64,1.62,True,2790.01,10.1,4,0
SHP-01059,2025-10-15,South,WH-Kolkata,Road,2856.8,152.1,33.53,35.19,1.66,True,1468.98,9.6,4,1
SHP-00300,2025-10-16,East,WH-Delhi,Road,736.1,116.1,8.34,9.79,1.45,True,410.21,4.9,4,0
SHP-01086,2025-10-16,North,WH-Bhopal,Rail,1312.3,430.2,10.01,12.21,2.2,True,624.03,5.9,4,1
SHP-01081,2025-10-16,West,WH-Delhi,Road,2300.8,332.0,21.57,28.48,6.91,True,1343.05,11.6,2,0
SHP-00106,2025-10-16,North,WH-Kolkata,Air,255.9,110.6,1.29,1.58,0.29,True,642.63,5.9,4,0
SHP-00943,2025-10-16,East,WH-Bhopal,Rail,2698.8,292.9,24.28,23.15,-1.13,False,931.35,4.7,4,0
SHP-00479,2025-10-16,North,WH-Delhi,Rail,1244.3,612.2,8.94,10.64,1.7,True,667.07,10.3,4,0
SHP-00723,2025-10-16,West,WH-Kolkata,Rail,2969.7,119.9,18.69,23.79,5.1,True,962.91,4.9,3,0
SHP-00449,2025-10-17,North,WH-Kolkata,Rail,909.7,254.3,7.88,10.1,2.22,True,435.7,11.7,4,0
SHP-00489,2025-10-17,West,WH-Chennai,Road,598.5,196.8,7.92,9.51,1.59,True,424.12,11.3,4,0
SHP-01175,2025-10-18,East,WH-Chennai,Road,2285.3,136.0,29.9,30.16,0.26,True,1276.78,10.8,4,0
SHP-01042,2025-10-18,Central,WH-Delhi,Sea,1220.3,984.2,7.37,9.42,2.05,True,510.82,5.4,4,0
SHP-01117,2025-10-19,East,WH-Mumbai,Sea,2088.3,187.2,9.62,12.66,3.04,True,457.69,11.1,3,0
SHP-00874,2025-10-19,East,WH-Kolkata,Sea,1474.9,1442.0,10.81,11.5,0.69,True,660.55,9.0,5,0
SHP-00627,2025-10-19,Central,WH-Delhi,Road,1476.4,220.5,16.23,17.86,1.63,True,958.98,3.2,4,0
SHP-01146,2025-10-20,North,WH-Chennai,Road,2426.8,206.7,32.77,31.5,-1.27,False,1429.01,8.8,5,0
SHP-00997,2025-10-20,North,WH-Delhi,Road,852.4,217.1,8.1,10.61,2.51,True,688.75,4.7,3,0
SHP-00119,2025-10-20,North,WH-Bhopal,Road,2334.0,141.2,25.09,28.43,3.34,True,1233.23,3.8,4,0
SHP-00791,2025-10-21,West,WH-Chennai,Road,1864.5,232.6,21.65,23.41,1.76,True,1150.92,3.9,4,0
SHP-00902,2025-10-21,West,WH-Bhopal,Rail,160.8,91.2,2.11,2.02,-0.09,False,191.28,5.0,5,0
SHP-00021,2025-10-21,West,WH-Mumbai,Road,1542.0,227.2,15.79,18.15,2.36,True,984.85,3.0,4,0
SHP-01181,2025-10-21,Central,WH-Delhi,Road,2796.1,77.4,29.75,36.6,6.85,True,1449.48,8.0,2,0
SHP-00227,2025-10-21,North,WH-Chennai,Rail,1629.3,63.3,14.77,15.17,0.4,True,529.2,11.6,5,0
SHP-01097,2025-10-21,South,WH-Bhopal,Rail,2489.1,51.0,19.6,21.25,1.65,True,787.84,4.3,3,0
SHP-00200,2025-10-22,South,WH-Chennai,Road,2921.5,267.6,27.52,36.52,9.0,True,1614.3,5.9,1,0
SHP-01056,2025-10-22,West,WH-Kolkata,Rail,2204.7,24.5,19.71,19.24,-0.47,False,666.14,3.6,4,0
SHP-01030,2025-10-23,West,WH-Mumbai,Rail,382.8,524.8,3.42,3.55,0.13,True,350.82,7.3,4,0
SHP-01054,2025-10-23,North,WH-Mumbai,Air,883.4,129.8,2.64,3.18,0.54,True,1657.7,10.7,5,0
SHP-01154,2025-10-23,North,WH-Kolkata,Road,2733.7,385.0,31.82,32.61,0.79,True,1631.89,5.5,5,0
SHP-00081,2025-10-23,Central,WH-Bhopal,Air,2994.8,71.0,10.96,10.61,-0.35,False,4887.54,11.3,4,0
SHP-01155,2025-10-24,West,WH-Bhopal,Road,2948.1,327.5,32.88,37.48,4.6,True,1699.7,10.9,3,0
SHP-00256,2025-10-25,North,WH-Mumbai,Road,1323.2,147.8,18.3,17.77,-0.53,False,731.26,2.7,5,0
SHP-00370,2025-10-26,Central,WH-Bhopal,Road,286.3,160.0,5.16,5.02,-0.14,False,288.21,4.4,4,0
SHP-01119,2025-10-26,East,WH-Kolkata,Air,2632.3,161.0,9.45,10.32,0.87,True,4530.52,9.5,5,0
SHP-00914,2025-10-27,North,WH-Bhopal,Road,1363.1,411.1,18.39,18.1,-0.29,False,985.33,10.4,5,0
SHP-00980,2025-10-27,South,WH-Mumbai,Air,945.3,83.9,3.79,4.57,0.78,True,1756.47,3.2,5,0
SHP-00858,2025-10-28,North,WH-Chennai,Road,1196.5,36.4,12.25,13.94,1.69,True,544.18,7.5,4,0
SHP-00094,2025-10-28,East,WH-Mumbai,Road,2373.6,446.4,26.02,29.68,3.66,True,1572.62,11.9,4,0
SHP-00625,2025-10-28,Central,WH-Delhi,Rail,1938.6,832.5,15.23,15.1,-0.13,False,1012.55,10.4,5,0
SHP-01133,2025-10-29,South,WH-Kolkata,Road,361.5,87.6,3.82,4.48,0.66,True,211.52,8.7,4,0
SHP-00341,2025-10-29,Central,WH-Mumbai,Air,1981.6,135.3,5.57,5.9,0.33,True,3540.88,6.5,4,0
SHP-01159,2025-10-29,North,WH-Kolkata,Road,2611.5,878.1,32.24,32.34,0.1,True,1856.0,6.2,5,0
SHP-00521,2025-10-29,Central,WH-Delhi,Air,2326.8,100.3,6.13,6.72,0.59,True,3838.94,7.5,5,0
SHP-00714,2025-10-30,Central,WH-Mumbai,Road,2630.1,111.6,25.17,32.07,6.9,True,1428.15,8.1,2,0
SHP-01099,2025-10-30,East,WH-Kolkata,Road,2392.0,317.0,23.89,29.4,5.51,True,1496.25,5.9,3,0
SHP-00781,2025-10-30,East,WH-Kolkata,Sea,1388.9,486.4,10.36,9.88,-0.48,False,351.69,10.8,5,0
SHP-01131,2025-10-30,North,WH-Delhi,Rail,630.4,279.6,5.37,5.52,0.15,True,433.18,11.3,5,0
SHP-00882,2025-10-30,North,WH-Bhopal,Rail,2289.0,290.3,17.25,20.09,2.84,True,868.32,4.0,4,0
SHP-00662,2025-10-30,East,WH-Chennai,Sea,1688.8,301.7,10.95,11.88,0.93,True,503.92,10.3,5,0
SHP-00302,2025-10-31,South,WH-Kolkata,Road,1237.9,340.0,14.53,15.66,1.13,True,946.36,7.0,4,0
SHP-00076,2025-10-31,South,WH-Mumbai,Road,2523.1,531.0,23.28,30.21,6.93,True,1690.77,4.6,2,0
SHP-00265,2025-10-31,Central,WH-Mumbai,Sea,2577.0,1563.0,12.41,16.48,4.07,True,944.27,7.8,3,0
SHP-00324,2025-10-31,West,WH-Delhi,Road,428.1,84.0,6.13,6.56,0.43,True,334.94,7.9,4,0
SHP-00274,2025-10-31,East,WH-Delhi,Rail,1783.7,751.3,14.0,15.75,1.75,True,980.68,9.4,4,0
SHP-01021,2025-11-01,West,WH-Mumbai,Road,2829.4,381.5,29.98,34.44,4.46,True,1685.26,6.0,3,0
SHP-00405,2025-11-01,West,WH-Chennai,Road,1605.1,192.1,17.09,20.69,3.6,True,948.74,5.4,4,0
SHP-00675,2025-11-01,North,WH-Bhopal,Road,1412.7,283.8,16.88,17.22,0.34,True,926.19,10.2,4,0
SHP-00378,2025-11-02,West,WH-Delhi,Road,2084.4,469.9,25.16,25.03,-0.13,False,1389.65,5.2,5,0
SHP-00792,2025-11-02,South,WH-Mumbai,Rail,1469.5,507.3,11.64,11.29,-0.35,False,781.87,5.6,4,0
SHP-00772,2025-11-02,West,WH-Bhopal,Rail,1830.6,124.7,14.97,15.1,0.13,True,545.65,8.7,4,0
SHP-00043,2025-11-03,North,WH-Kolkata,Road,1919.7,68.7,19.52,24.64,5.12,True,938.51,7.5,3,0
SHP-00187,2025-11-03,Central,WH-Mumbai,Road,2292.9,126.0,29.07,29.25,0.18,True,1166.42,3.5,4,0
SHP-00425,2025-11-04,North,WH-Kolkata,Rail,2535.0,438.7,16.79,19.06,2.27,True,981.14,3.3,4,1
SHP-00798,2025-11-04,North,WH-Delhi,Road,257.6,170.0,3.18,4.12,0.94,True,361.24,11.5,4,0
SHP-00248,2025-11-04,North,WH-Mumbai,Road,1364.6,260.5,13.85,17.22,3.37,True,862.35,11.6,3,0
SHP-01069,2025-11-05,South,WH-Bhopal,Rail,757.1,421.0,5.47,7.21,1.74,True,447.41,9.1,4,0
SHP-00018,2025-11-05,East,WH-Bhopal,Road,2595.7,419.8,33.76,34.53,0.77,True,1697.18,4.1,4,1
SHP-01169,2025-11-05,North,WH-Chennai,Road,108.2,317.0,2.04,2.41,0.37,True,419.73,5.2,5,0
SHP-00294,2025-11-06,North,WH-Kolkata,Rail,2022.1,793.8,16.11,18.74,2.63,True,997.21,4.7,4,0
SHP-00068,2025-11-06,South,WH-Kolkata,Sea,162.0,968.2,1.52,1.88,0.36,True,301.9,6.9,5,0
SHP-00741,2025-11-07,North,WH-Delhi,Road,1752.7,240.9,20.2,21.3,1.1,True,974.03,10.0,4,0
SHP-00424,2025-11-07,East,WH-Chennai,Rail,2327.7,162.9,16.7,17.97,1.27,True,838.64,7.2,5,0
SHP-00956,2025-11-07,North,WH-Mumbai,Sea,1261.9,1070.9,7.73,9.4,1.67,True,607.67,9.2,4,0
SHP-00716,2025-11-08,North,WH-Chennai,Road,1573.5,234.7,18.66,21.72,3.06,True,965.86,2.6,4,0
SHP-00894,2025-11-08,South,WH-Bhopal,Road,1846.6,388.8,22.04,23.97,1.93,True,1257.58,10.8,4,0
SHP-00653,2025-11-08,North,WH-Bhopal,Road,2959.7,394.8,38.29,37.22,-1.07,False,1759.72,9.9,5,1
SHP-01164,2025-11-09,North,WH-Chennai,Sea,2973.4,589.7,17.7,19.16,1.46,True,836.97,3.5,4,1
SHP-01172,2025-11-09,North,WH-Chennai,Rail,404.7,802.8,4.81,4.81,0.0,False,451.23,7.3,5,0
SHP-00381,2025-11-09,Central,WH-Mumbai,Road,494.1,413.4,8.02,8.1,0.08,True,556.45,6.4,5,0
SHP-00778,2025-11-09,West,WH-Mumbai,Road,600.4,294.1,7.49,7.64,0.15,True,473.61,10.1,4,0
SHP-00402,2025-11-10,West,WH-Chennai,Road,1976.8,60.1,24.58,23.84,-0.74,False,1014.53,5.7,4,0
SHP-00534,2025-11-10,East,WH-Chennai,Road,802.9,218.7,9.69,10.8,1.11,True,496.14,5.2,4,0
SHP-00025,2025-11-10,South,WH-Mumbai,Road,2080.2,92.6,23.93,25.97,2.04,True,1139.28,3.7,3,0
SHP-00940,2025-11-11,West,WH-Bhopal,Sea,1780.1,1194.5,10.09,12.96,2.87,True,602.65,4.5,3,0
SHP-00735,2025-11-11,North,WH-Kolkata,Road,2025.6,299.0,19.44,24.18,4.74,True,1209.25,8.3,3,0
SHP-00191,2025-11-11,North,WH-Bhopal,Rail,2622.9,657.5,18.92,23.02,4.1,True,1151.23,6.4,3,0
SHP-00380,2025-11-12,South,WH-Bhopal,Road,1896.7,306.4,23.76,24.6,0.84,True,1223.14,8.3,4,1
SHP-01141,2025-11-12,North,WH-Kolkata,Road,1499.7,926.7,17.58,19.99,2.41,True,1456.56,10.9,4,0
SHP-00050,2025-11-12,North,WH-Delhi,Road,89.6,375.5,1.96,2.26,0.3,True,318.8,3.3,4,0
SHP-01040,2025-11-12,East,WH-Chennai,Sea,411.8,499.2,4.21,4.36,0.15,True,170.32,3.0,4,0
SHP-00695,2025-11-12,South,WH-Delhi,Sea,476.5,216.0,3.88,4.37,0.49,True,240.51,9.6,4,0
SHP-00846,2025-11-13,Central,WH-Mumbai,Sea,1318.7,72.3,8.68,9.04,0.36,True,284.81,5.4,4,0
SHP-00661,2025-11-13,East,WH-Chennai,Road,1759.9,757.3,20.09,21.59,1.5,True,1499.88,2.4,4,0
SHP-00323,2025-11-13,South,WH-Mumbai,Road,1303.2,66.4,12.8,16.71,3.91,True,712.49,3.8,3,0
SHP-00647,2025-11-13,South,WH-Bhopal,Road,2515.6,190.7,32.52,32.47,-0.05,False,1452.53,7.9,4,0
SHP-00441,2025-11-14,East,WH-Bhopal,Road,1852.3,338.4,17.64,23.03,5.39,True,1214.69,10.9,3,0
SHP-00952,2025-11-14,West,WH-Bhopal,Air,105.8,342.1,0.62,0.79,0.17,True,1070.19,11.5,5,0
SHP-00197,2025-11-14,South,WH-Chennai,Sea,348.4,605.4,3.12,4.04,0.92,True,173.67,2.5,5,0
SHP-01023,2025-11-14,North,WH-Delhi,Rail,351.7,319.4,2.94,2.83,-0.11,False,207.51,5.5,5,0
SHP-00184,2025-11-14,Central,WH-Chennai,Road,915.4,208.1,9.59,12.02,2.43,True,633.59,8.7,4,0
SHP-00434,2025-11-15,North,WH-Chennai,Rail,327.3,504.4,4.46,4.6,0.14,True,312.06,4.5,4,0
SHP-00869,2025-11-15,East,WH-Mumbai,Road,1735.1,844.2,18.74,21.09,2.35,True,1519.92,4.6,3,0
SHP-01013,2025-11-15,Central,WH-Bhopal,Road,2629.5,132.5,28.04,32.21,4.17,True,1445.67,9.8,3,0
SHP-01166,2025-11-15,West,WH-Kolkata,Air,653.9,206.3,2.7,3.33,0.63,True,1518.16,4.3,4,0
SHP-01033,2025-11-16,East,WH-Kolkata,Road,1974.8,130.4,26.24,25.23,-1.01,False,1182.92,11.6,4,0
SHP-00041,2025-11-16,North,WH-Chennai,Road,887.0,459.2,9.47,11.59,2.12,True,806.96,8.6,4,0
SHP-01031,2025-11-16,West,WH-Delhi,Rail,2132.4,1080.3,16.78,19.25,2.47,True,1215.05,7.6,4,0
SHP-00995,2025-11-16,West,WH-Mumbai,Road,936.4,87.1,12.06,12.54,0.48,True,586.89,10.1,5,0
SHP-00938,2025-11-16,South,WH-Mumbai,Road,770.0,422.3,10.31,10.86,0.55,True,690.86,10.6,5,0
SHP-01012,2025-11-17,West,WH-Mumbai,Road,2392.0,131.2,25.71,29.24,3.53,True,1287.1,8.4,3,0
SHP-00620,2025-11-17,West,WH-Kolkata,Rail,2924.3,498.1,21.94,25.61,3.67,True,1177.53,2.4,4,0
SHP-00385,2025-11-17,South,WH-Mumbai,Road,1563.9,131.4,19.8,19.75,-0.05,False,888.79,9.3,4,0
SHP-01090,2025-11-18,North,WH-Chennai,Air,420.1,40.8,1.76,1.73,-0.03,False,687.2,7.4,5,0
SHP-00966,2025-11-18,West,WH-Delhi,Air,2525.0,190.2,9.45,10.18,0.73,True,4390.23,6.0,4,0
SHP-00391,2025-11-18,Central,WH-Delhi,Rail,1099.6,538.7,9.95,10.52,0.57,True,616.07,2.4,4,0
SHP-00512,2025-11-19,East,WH-Chennai,Road,488.5,13.9,5.76,7.05,1.29,True,244.38,11.6,4,0
SHP-00358,2025-11-19,Central,WH-Delhi,Road,2066.1,254.3,28.03,27.8,-0.23,False,1320.54,6.7,4,1
SHP-00351,2025-11-19,North,WH-Delhi,Road,929.3,120.7,9.87,12.45,2.58,True,538.11,8.8,3,0
SHP-01144,2025-11-20,East,WH-Chennai,Road,319.2,400.0,4.84,4.82,-0.02,False,494.11,4.5,5,0
SHP-00222,2025-11-20,Central,WH-Mumbai,Rail,1819.7,523.0,13.95,16.46,2.51,True,744.16,3.0,3,0
SHP-01110,2025-11-20,South,WH-Delhi,Road,1723.0,261.7,18.23,22.13,3.9,True,1147.78,5.4,4,0
SHP-00984,2025-11-20,West,WH-Kolkata,Road,1243.7,304.8,12.48,16.01,3.53,True,944.54,5.1,4,0
SHP-00487,2025-11-21,North,WH-Bhopal,Road,2657.0,113.0,33.49,33.56,0.07,True,1473.34,9.9,5,0
SHP-00496,2025-11-21,West,WH-Kolkata,Air,1670.3,59.8,6.36,6.93,0.57,True,2717.22,2.9,5,0
SHP-00229,2025-11-21,South,WH-Bhopal,Road,1001.2,472.7,10.96,12.81,1.85,True,862.01,2.6,4,0
SHP-00982,2025-11-22,North,WH-Mumbai,Road,2973.6,495.8,31.04,36.05,5.01,True,1803.54,2.4,3,0
SHP-00848,2025-11-22,East,WH-Delhi,Road,928.4,320.5,11.9,14.17,2.27,True,743.01,8.8,4,0
SHP-00408,2025-11-22,North,WH-Chennai,Road,2669.2,56.6,30.46,32.99,2.53,True,1397.91,4.9,4,0
SHP-00238,2025-11-22,West,WH-Chennai,Road,2778.7,537.5,31.45,33.59,2.14,True,1813.32,8.2,4,0
SHP-00097,2025-11-23,North,WH-Chennai,Road,81.9,314.1,1.94,2.48,0.54,True,241.8,4.0,5,0
SHP-00623,2025-11-23,North,WH-Mumbai,Road,678.0,284.8,9.06,11.01,1.95,True,618.15,11.6,4,0
SHP-00154,2025-11-23,East,WH-Chennai,Rail,347.8,184.8,2.21,2.54,0.33,True,219.14,6.1,4,0
SHP-01147,2025-11-24,West,WH-Bhopal,Road,369.1,449.3,5.45,5.26,-0.19,False,623.85,10.9,5,0
SHP-01055,2025-11-24,East,WH-Mumbai,Road,1687.7,365.8,21.4,20.92,-0.48,False,1146.14,5.0,5,0
SHP-00113,2025-11-24,North,WH-Kolkata,Rail,2303.7,165.5,16.26,21.56,5.3,True,812.29,6.6,3,0
SHP-01035,2025-11-24,West,WH-Mumbai,Rail,1107.2,206.4,8.95,9.78,0.83,True,460.67,3.5,4,1
SHP-01015,2025-11-25,Central,WH-Delhi,Rail,2342.8,338.5,18.25,19.04,0.79,True,883.54,8.2,5,0
SHP-00046,2025-11-25,North,WH-Delhi,Road,1194.9,255.1,15.12,14.43,-0.69,False,834.35,8.4,5,0
SHP-01125,2025-11-26,East,WH-Delhi,Road,387.6,29.3,3.61,4.09,0.48,True,207.52,10.2,5,0
SHP-01094,2025-11-26,East,WH-Delhi,Road,1026.5,303.2,11.75,13.49,1.74,True,721.83,6.0,4,0
SHP-00811,2025-11-26,North,WH-Kolkata,Rail,2450.2,376.3,16.3,21.57,5.27,True,964.24,5.2,4,0
SHP-00515,2025-11-26,East,WH-Chennai,Road,158.1,334.4,3.26,3.31,0.05,True,346.7,10.9,4,0
SHP-00683,2025-11-26,South,WH-Delhi,Air,2099.7,128.3,5.91,6.83,0.92,True,3635.09,7.5,4,0
SHP-00951,2025-11-27,North,WH-Delhi,Road,814.7,91.1,11.02,11.79,0.77,True,402.21,5.0,4,0
SHP-00598,2025-11-27,West,WH-Delhi,Air,2886.8,82.5,8.69,10.21,1.52,True,4751.53,7.3,4,1
